date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,yr_built
06-05-2014 00:00,404000,4,1.75,1840,10720,1,1958
06-05-2014 00:00,860000,4,2,3740,32417,2,2000
06-05-2014 00:00,136500,3,1.5,1420,8580,1,1962
06-05-2014 00:00,313950,3,1,1510,6083,1,1940
06-05-2014 00:00,575000,3,1.75,2130,6500,1,1954
06-05-2014 00:00,1225000,4,2.25,3490,6906,2,1928
06-05-2014 00:00,280000,3,1.75,1630,11800,1,1971
06-05-2014 00:00,515000,3,2.5,1790,7167,2,1989
06-05-2014 00:00,513000,4,2.5,2000,5684,2,1996
06-05-2014 00:00,599000,4,2.25,2260,29930,2,1977
06-05-2014 00:00,685000,4,2.5,3030,7864,2,1999
06-05-2014 00:00,365000,3,1.5,1310,8160,1,1950
06-05-2014 00:00,762300,4,2.5,3880,14550,2,1987
06-05-2014 00:00,1580000,4,3.25,3760,10920,1.5,1950
06-05-2014 00:00,562000,5,2.25,3040,8111,2,1984
06-05-2014 00:00,530000,5,2.5,2910,9636,1,1964
06-05-2014 00:00,525000,3,2.5,2970,11985,1,1995
06-05-2014 00:00,484000,2,1.75,1660,6000,1,1942
06-05-2014 00:00,725126,4,2.5,3200,12369,2,1998
06-05-2014 00:00,360000,4,2,2680,18768,1,1965
06-05-2014 00:00,387000,3,1,1230,9568,1,1962
06-05-2014 00:00,483500,4,2.5,2740,45732,2,1995
06-05-2014 00:00,655500,4,3.5,3380,8330,2,2000
06-05-2014 00:00,345000,3,1,1110,6250,1,1956
06-05-2014 00:00,533000,5,2.75,1800,3780,1.5,1926
06-05-2014 00:00,385000,3,1.75,1900,5520,1,1982
06-05-2014 00:00,675000,2,1,930,36478,1,1951
06-05-2014 00:00,197000,3,1.75,1690,7735,1,1976
06-05-2014 00:00,485000,3,2,1420,4080,1.5,1905
06-05-2014 00:00,1870000,5,4,4510,15175,2,1969
06-05-2014 00:00,295000,3,2.25,1980,8000,1,1974
06-05-2014 00:00,499000,2,1.75,1170,2400,1,1903
06-05-2014 00:00,1050000,3,2.5,2200,1970,2,2008
06-05-2014 00:00,191000,3,1.5,800,8850,1,1959
06-05-2014 00:00,500000,3,2.5,1480,1171,3,2006
06-05-2014 00:00,390000,5,3.75,2890,5000,1,2006
06-05-2014 00:00,979000,3,2.5,2690,4047,3,2014
06-05-2014 00:00,580000,4,3.25,3569,8327,2,2013
06-05-2014 00:00,369950,3,2,1270,1320,3,2006
06-05-2014 00:00,1800000,5,5,4490,10279,2,2013
06-05-2014 00:00,776000,4,2.5,3040,6425,2,2008
07-05-2014 00:00,519950,3,2.25,1170,1249,3,2014
07-05-2014 00:00,255000,5,2.25,2060,8632,1,1962
07-05-2014 00:00,495000,3,1,990,6000,1,1943
07-05-2014 00:00,510000,4,2.5,2430,5203,2,2003
07-05-2014 00:00,1150000,4,4,4460,103382,2,2001
07-05-2014 00:00,253000,3,1.75,1250,10122,1,1994
07-05-2014 00:00,503000,3,2.75,1540,6760,1,1980
07-05-2014 00:00,275000,3,2.5,1600,7000,2,1993
07-05-2014 00:00,249000,3,1,1110,8423,1,1952
07-05-2014 00:00,310000,3,1.75,1840,10723,1,1974
07-05-2014 00:00,750000,3,2.75,2520,5401,1,1946
07-05-2014 00:00,630000,3,2.5,2680,327135,2,1995
07-05-2014 00:00,599999,9,4.5,3830,6988,2.5,1938
07-05-2014 00:00,758000,4,2.75,2410,9549,1,1956
07-05-2014 00:00,248500,4,1.75,1720,10018,1,1960
07-05-2014 00:00,310000,3,1.75,2070,37904,1,1973
07-05-2014 00:00,460000,3,2,1760,9055,2,1985
07-05-2014 00:00,675000,3,1.75,1680,10500,1,1959
07-05-2014 00:00,526000,2,2,1550,2400,1.5,1900
07-05-2014 00:00,560000,3,3,4120,60392,2,1994
07-05-2014 00:00,415000,4,3,1830,9548,2,1991
07-05-2014 00:00,246000,3,1,1400,7410,1,1944
07-05-2014 00:00,314500,3,1.75,1870,12381,1,1957
07-05-2014 00:00,3200000,7,4.5,6210,8856,2.5,1910
07-05-2014 00:00,420000,2,1.5,1040,3500,1.5,1904
07-05-2014 00:00,535000,3,1.75,2720,149410,1.5,1988
07-05-2014 00:00,350000,3,1,1010,9360,1,1981
07-05-2014 00:00,515000,3,1.75,1580,9147,1,1967
07-05-2014 00:00,749950,4,2.75,2600,6050,2,1949
07-05-2014 00:00,230000,3,2.5,1920,9180,2,1988
07-05-2014 00:00,568000,3,2,2350,5080,1.5,1929
07-05-2014 00:00,250000,1,1,1100,4373,1,1947
07-05-2014 00:00,581000,4,2,2510,13695,1,1961
07-05-2014 00:00,651000,3,2.5,3240,108366,2,1991
07-05-2014 00:00,600000,3,2.5,2460,108900,1,1977
07-05-2014 00:00,500000,2,1,1010,3885,1.5,1906
07-05-2014 00:00,475000,2,1,820,2723,1,1921
07-05-2014 00:00,352000,5,2.5,2420,8560,1,1978
07-05-2014 00:00,420000,3,2.25,1770,8165,2,1977
07-05-2014 00:00,428000,2,2,1350,3900,1,2003
07-05-2014 00:00,599000,3,1.75,1960,4788,1,1920
07-05-2014 00:00,492000,4,2.5,3305,16164,1.5,1922
07-05-2014 00:00,630000,2,2.25,2550,5663,1,2011
07-05-2014 00:00,900000,5,3.75,4130,226076,2,1985
07-05-2014 00:00,1110000,4,1.5,2310,13300,1,1950
07-05-2014 00:00,575000,4,2,1650,5000,1,1955
07-05-2014 00:00,705000,4,2.5,2650,4316,1.5,1905
07-05-2014 00:00,940000,4,2.25,1890,5940,1,1963
07-05-2014 00:00,313000,3,1.75,2190,8000,1,1967
07-05-2014 00:00,618080,3,2.5,2030,6500,2,1988
07-05-2014 00:00,640000,3,3,2270,5175,2,2002
07-05-2014 00:00,485000,3,2,1610,4160,1,1917
07-05-2014 00:00,300000,2,1,760,3001,1,1913
07-05-2014 00:00,379500,2,1,1640,17335,1,1978
07-05-2014 00:00,339950,3,2.25,1630,12295,2,1985
07-05-2014 00:00,1500000,6,2.5,3560,6480,2.5,1914
07-05-2014 00:00,1340000,3,3,2960,5500,2,1937
07-05-2014 00:00,500000,3,2.5,1940,37565,1,1987
07-05-2014 00:00,239900,3,2,1410,7566,1,1985
07-05-2014 00:00,314950,3,1,1040,16986,1,1968
07-05-2014 00:00,361280,2,1,820,6400,1,1944
07-05-2014 00:00,100000,2,1,910,22000,1,1956
07-05-2014 00:00,540000,7,5.75,3700,7647,2,1948
07-05-2014 00:00,480500,4,2.5,2180,11200,1,1968
07-05-2014 00:00,280000,3,2.5,1600,4271,2,2000
07-05-2014 00:00,440000,3,1.75,1500,6180,1,1947
07-05-2014 00:00,530000,3,1,1340,4284,1,1910
07-05-2014 00:00,560000,3,2,1860,13374,1,1985
07-05-2014 00:00,775000,3,2,2540,7200,1.5,1905
07-05-2014 00:00,160000,2,1,1040,13100,1,1912
07-05-2014 00:00,209950,3,1.5,1380,11130,1,1960
07-05-2014 00:00,226500,3,1.75,1640,10762,1,1988
07-05-2014 00:00,380000,5,1.75,3000,6000,1,1958
07-05-2014 00:00,409500,4,2.75,2140,13000,1,1968
07-05-2014 00:00,690000,3,2,1760,6428,1,1942
07-05-2014 00:00,405000,3,2.25,1660,8307,1,1961
07-05-2014 00:00,375000,3,2.5,1830,13042,2,1990
07-05-2014 00:00,794154,4,2,2210,8556,1,1954
07-05-2014 00:00,185000,4,1,1490,6600,1,1969
07-05-2014 00:00,245000,3,1.5,1260,1270,2,2005
07-05-2014 00:00,1532500,5,4.5,4270,8076,2,2007
07-05-2014 00:00,1040000,4,3.5,3900,8391,2,2006
07-05-2014 00:00,425000,2,2.5,1150,1027,3,2008
07-05-2014 00:00,495000,4,2.75,2656,21195,2,2014
07-05-2014 00:00,365000,5,2.75,2410,5003,1,2008
07-05-2014 00:00,417250,3,2.25,1606,1452,3,2009
07-05-2014 00:00,339950,2,1,820,681,3,2006
08-05-2014 00:00,615000,2,1,1540,6872,1,1946
08-05-2014 00:00,403000,3,2.75,2090,8354,2,2012
08-05-2014 00:00,980000,5,2.5,3160,11470,1,1971
08-05-2014 00:00,258000,4,1.75,1730,8320,1,1977
08-05-2014 00:00,533000,3,1,1670,4080,1,1967
08-05-2014 00:00,537500,4,2.5,2550,4630,2,2005
08-05-2014 00:00,830000,5,3,3040,9601,1,1968
08-05-2014 00:00,712000,3,1,1250,4620,1.5,1900
08-05-2014 00:00,262000,4,2.5,2020,6236,2,2002
08-05-2014 00:00,753888,4,2.5,2660,5500,2,2003
08-05-2014 00:00,134000,2,1.5,980,5000,2,1922
08-05-2014 00:00,402000,3,2.5,1960,8000,1,1977
08-05-2014 00:00,205000,2,1,720,5040,1,1955
08-05-2014 00:00,553650,2,2.5,1360,1349,2,1997
08-05-2014 00:00,559950,2,2,1870,4950,1,2006
08-05-2014 00:00,260000,4,1.5,2130,8800,1,1962
08-05-2014 00:00,270000,4,2.5,1810,6509,2,1994
08-05-2014 00:00,295000,2,1.75,2200,89298,1,1973
08-05-2014 00:00,719000,3,2.5,1690,4500,1.5,1928
08-05-2014 00:00,266000,3,2.5,1940,8547,1,1989
08-05-2014 00:00,325900,4,2.5,2320,6270,2,2004
08-05-2014 00:00,647500,4,1.75,2060,26036,1,1947
08-05-2014 00:00,1039000,4,1,3410,5000,2,1910
08-05-2014 00:00,569000,4,2.25,2250,41688,2,1980
08-05-2014 00:00,246000,3,1.75,1390,7399,1,1975
08-05-2014 00:00,515000,2,1,1060,4960,1,1926
08-05-2014 00:00,207000,3,1,1490,8995,1,1954
08-05-2014 00:00,780000,4,1.75,2480,9195,1,1950
08-05-2014 00:00,489990,5,2.25,2440,20828,1.5,1975
08-05-2014 00:00,335000,3,1.5,2240,87625,1.5,1980
08-05-2014 00:00,295000,3,2.5,1920,7229,2,1993
08-05-2014 00:00,385000,3,1.75,1890,9920,1,1944
08-05-2014 00:00,350000,4,1.75,2250,13515,1,1940
08-05-2014 00:00,235000,2,1,1270,3008,1,1923
08-05-2014 00:00,358000,2,1.5,960,1808,2,1993
08-05-2014 00:00,716500,4,2.5,3290,6465,2,2002
08-05-2014 00:00,228000,4,1.75,2000,6120,1,1965
08-05-2014 00:00,405000,2,1,1020,8155,1,1948
08-05-2014 00:00,538000,4,1.75,1840,9600,1,1967
08-05-2014 00:00,530000,3,1.75,1980,6760,1,1973
08-05-2014 00:00,1750000,6,3,3510,5760,2.5,1906
08-05-2014 00:00,636000,2,1.75,1230,3600,1.5,1925
08-05-2014 00:00,535000,4,2.5,2280,65836,2,2004
08-05-2014 00:00,1500000,3,1.75,2430,12757,1,1952
08-05-2014 00:00,868500,3,2.5,2920,3942,3,2008
08-05-2014 00:00,530000,4,2.75,2280,2850,1.5,1930
08-05-2014 00:00,450000,3,2,1510,43560,1,1954
08-05-2014 00:00,230000,3,1.75,950,6000,1,1939
08-05-2014 00:00,229000,3,2.5,1190,3000,2,2002
08-05-2014 00:00,437000,3,1.75,1310,9282,1,1976
08-05-2014 00:00,1307000,5,3.25,2800,3200,1.5,1932
08-05-2014 00:00,595000,3,2.5,1750,3354,2,1991
08-05-2014 00:00,660000,3,1.75,1320,5750,1.5,1918
08-05-2014 00:00,347500,4,2.5,2460,7350,2,1989
08-05-2014 00:00,297950,3,2,1240,10800,1,1967
08-05-2014 00:00,245000,3,1.5,1260,7964,1,1955
08-05-2014 00:00,543200,6,2.25,2820,15600,1.5,1940
08-05-2014 00:00,1250000,4,3.25,3820,24166,2,1990
08-05-2014 00:00,413450,3,2.5,1540,1614,3,2008
08-05-2014 00:00,330000,2,2,1550,435600,1.5,1972
08-05-2014 00:00,424500,3,1.75,1460,7700,1,1979
08-05-2014 00:00,230000,3,1,1390,16000,1,1960
08-05-2014 00:00,930000,3,3.25,2640,4080,2,1912
08-05-2014 00:00,349000,3,1.75,1590,9620,1,1988
08-05-2014 00:00,835000,4,2,1910,6960,1.5,1941
08-05-2014 00:00,988500,3,2.75,2015,16807,2,2007
08-05-2014 00:00,500000,3,1.75,1410,1197,3,2012
08-05-2014 00:00,499000,2,1.5,1110,957,2,2005
08-05-2014 00:00,321950,2,1.25,860,1277,2,2007
08-05-2014 00:00,494000,3,2.5,2310,4729,2,2011
08-05-2014 00:00,441750,2,1.5,1020,1060,3,2008
08-05-2014 00:00,438000,2,1,980,1179,2,2010
09-05-2014 00:00,985000,4,2.25,4230,37769,2,1989
09-05-2014 00:00,352000,3,2.25,1640,11050,1,1972
09-05-2014 00:00,839900,4,3.5,3810,13592,1,2013
09-05-2014 00:00,765000,4,2.75,2790,10819,2,1996
09-05-2014 00:00,460000,4,1.75,1750,5500,1.5,1926
09-05-2014 00:00,224500,4,1,1430,8355,1.5,1983
09-05-2014 00:00,254000,3,2.5,1850,4597,2,2003
09-05-2014 00:00,255000,2,1,960,28717,1,1984
09-05-2014 00:00,610000,3,3,2480,45302,1,1976
09-05-2014 00:00,920000,4,3,3750,11025,2,1976
09-05-2014 00:00,402500,4,2.5,2600,11951,2,1988
09-05-2014 00:00,280950,3,1.75,1390,8700,1,1912
09-05-2014 00:00,604000,4,2.5,2260,7753,2,1989
09-05-2014 00:00,565000,4,2.25,2470,7447,2,1984
09-05-2014 00:00,255000,2,1,810,7980,1,1928
09-05-2014 00:00,445000,4,2,1650,6000,1,1959
09-05-2014 00:00,2400000,3,2.25,3000,11665,1.5,2001
09-05-2014 00:00,195000,2,1,720,18000,1,1950
09-05-2014 00:00,275000,3,1.5,1390,48257,1,1922
09-05-2014 00:00,387000,3,2.25,1445,1606,2,2003
09-05-2014 00:00,490000,2,1,1840,3300,1.5,1910
09-05-2014 00:00,505000,3,2.5,2100,5824,2,1999
09-05-2014 00:00,303500,3,1.5,1060,10464,1,1973
09-05-2014 00:00,270000,3,1.5,1500,6337,1,1953
09-05-2014 00:00,323000,4,2.75,1970,7213,1,1977
09-05-2014 00:00,382000,3,3.25,1410,1253,3,2005
09-05-2014 00:00,1370000,4,2.75,3720,9450,1,1962
09-05-2014 00:00,280000,4,2,2190,14439,1,1977
09-05-2014 00:00,260000,3,2,1920,8075,1,1969
09-05-2014 00:00,201500,3,1,1160,8320,1,1959
09-05-2014 00:00,1157200,4,4.25,5860,52889,2,1996
09-05-2014 00:00,536500,4,1.75,2000,4000,1.5,1926
09-05-2014 00:00,248000,4,3,2163,5883,2,2006
09-05-2014 00:00,532000,5,3,3480,57499,1,1976
09-05-2014 00:00,580000,4,2.5,2840,6268,2,1998
09-05-2014 00:00,463000,2,1,1150,4400,1,1905
09-05-2014 00:00,742500,4,2.75,3100,3773,2,1919
09-05-2014 00:00,260000,3,2.5,1420,14850,1,1963
09-05-2014 00:00,590000,4,2.25,2430,32496,1,1993
09-05-2014 00:00,312000,4,2.25,1930,7452,1,1984
09-05-2014 00:00,566000,3,2.25,1660,10140,1,1980
09-05-2014 00:00,511555,3,2,1400,7293,1,1963
09-05-2014 00:00,583000,4,2.5,2660,4000,2,2001
09-05-2014 00:00,290000,4,2.5,2000,13300,1,1968
09-05-2014 00:00,311100,4,2.25,2130,8078,1,1977
09-05-2014 00:00,325000,3,2.25,1352,1694,3,2007
09-05-2014 00:00,491300,3,1.75,1750,11340,1,1987
09-05-2014 00:00,315000,5,1.75,2320,8100,1,1956
09-05-2014 00:00,360000,2,1,1420,81892,1,1956
09-05-2014 00:00,330000,4,2.5,1940,3784,2,2003
09-05-2014 00:00,481450,3,2,1410,4800,1,1940
09-05-2014 00:00,234950,3,1,1360,9948,1,1977
09-05-2014 00:00,251000,3,1.75,1220,7250,1,1962
09-05-2014 00:00,782000,4,2.5,2830,20345,2,1979
09-05-2014 00:00,833000,4,2.75,3780,10308,2,1999
09-05-2014 00:00,542500,4,2.5,2330,14289,2,1978
09-05-2014 00:00,851000,3,2.5,3560,107290,2,1987
09-05-2014 00:00,325000,4,1.5,1470,70800,1,1976
09-05-2014 00:00,415000,4,2.25,3060,48787,2,1992
09-05-2014 00:00,252500,3,1,1030,6127,1,1947
09-05-2014 00:00,465000,4,2.5,1930,9653,1,1968
09-05-2014 00:00,336900,3,1.75,1780,120661,1,1979
09-05-2014 00:00,225000,3,2.5,2000,9202,2,1992
09-05-2014 00:00,270000,3,2,1690,9583,1,1969
09-05-2014 00:00,1702500,5,4.5,5190,23716,2,1987
09-05-2014 00:00,536000,3,1.75,1300,5413,1.5,1925
